"","Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"881","VCAN",1.00153653375415,9.25430849391025,9.46333514628489,1.10115875515609e-20,5.71117118583304e-20,35.4626094633159
"882","CRIP1",1.232576132521,12.2564686040043,9.43309858665773,1.44636457253083e-20,7.45567001742355e-20,35.1929982321845
"883","NFIX",-1.04197814009552,10.2549091606035,-9.32352718092982,3.86082261610833e-20,1.94481654196787e-19,34.2224102510184
"884","RNASE1",-1.10408820897611,9.32599063030128,-9.29529747412394,4.96404223467899e-20,2.48990501878992e-19,33.9739867086205
"885","GSTM3",-1.04344171099977,7.29100536265578,-9.2147284512646,1.01341271219714e-19,5.00928374173242e-19,33.2686703604662
"886","CRABP2",1.26318872945341,10.6374901780766,9.16763061582344,1.5342063738431e-19,7.495572908229e-19,32.8589078496614
"887","HIST1H1C",1.31979523494969,9.04983075912688,9.16360604878238,1.58941024249933e-19,7.75456815140502e-19,32.8239802246651
"888","PPP2R2C",1.06415530299352,6.49545772173544,9.11399717588659,2.45466500503624e-19,1.18745091025905e-18,32.3945718862157
"889","LMTK3",1.14535331708508,8.81125516471183,9.05765376664968,4.01131943098052e-19,1.92000528975159e-18,31.9094031448648
"890","ADAMDEC1",1.05091156731833,6.64578338129847,9.03274931160778,4.97963779490969e-19,2.37513144662278e-18,31.6958126755937
"891","RARRES3",1.16144994002173,11.4730705812253,9.0061720356613,6.26854526869602e-19,2.97625480864853e-18,31.4684576152436
"892","CCL8",-1.20383468815372,8.31212499750341,-8.9921955020735,7.07351627334256e-19,3.35035374425111e-18,31.3491368467896
"893","FOXC1",-1.37906266701797,8.48994217226703,-8.88223362838836,1.81948026868649e-18,8.45933965089098e-18,30.4161815440805
"894","FOLR1",-1.21842223991068,6.37852140238131,-8.8502550035327,2.39024085304148e-18,1.10174093632764e-17,30.1468034051652
"895","PLA2G10",1.15955525965696,7.01550856549138,8.77770344740742,4.42470709556446e-18,2.00757746773097e-17,29.5389003756588
"896","SCGB3A1",-1.75687335766868,7.26975871987571,-8.71874122445533,7.27459300308385e-18,3.26793121291696e-17,29.0481895218366
"897","CXCL14",-1.43130699476106,8.39825136599015,-8.66286621381805,1.16210593610747e-17,5.16536958683002e-17,28.585931923899
"898","CD2",1.07370310875327,7.71976002639764,8.6338585381509,1.48049368409047e-17,6.54436673252287e-17,28.347010397649
"899","MGST1",-1.15772933410195,9.74098059950317,-8.63380883279624,1.4811071825889e-17,6.54544268647357e-17,28.3466016227077
"900","OLFM4",-1.27293554115602,6.33729191093994,-8.60955126360738,1.81254115842695e-17,7.96833281827966e-17,28.1473627410555
"901","SUSD3",1.41735940703451,8.70140909892647,8.58611658974486,2.20195092440288e-17,9.64430511366748e-17,27.9553652417312
"902","C5orf46",1.0700078923643,6.98055126287532,8.57073855729705,2.50126589946125e-17,1.09255096808772e-16,27.8296327311042
"903","NAT1",1.7135275157189,8.38385156790956,8.55430567220117,2.86557812752178e-17,1.24644896122357e-16,27.6955016264131
"904","PTHLH",-1.02382466221373,6.50027913853046,-8.52278585214406,3.71706788129172e-17,1.60772958054599e-16,27.4388794597622
"905","NELL2",1.34698720638607,7.36144043576019,8.40129220466668,1.00523602835252e-16,4.23300104701018e-16,26.4577832342242
"906","CXCR4",1.05525871315555,8.42189778294248,8.31743376691442,1.98286219790856e-16,8.22441389123142e-16,25.78808605456
"907","HLA-DQA1",1.10711614311572,10.0361890787901,8.19063362905626,5.47532039876989e-16,2.21340609308901e-15,24.7871054034009
"908","CKMT1B",1.1910427814252,8.00088293923545,8.18161969890348,5.88218553390985e-16,2.37516742814451e-15,24.7164832328448
"909","ANPEP",-1.06772957395026,7.27815853735817,-8.10787382418027,1.05456552208559e-15,4.20257904993371e-15,24.1413748294991
"910","GATA3",1.26327321535238,9.46172317950631,8.08527490546485,1.25996767198052e-15,5.00759286441515e-15,23.9660919434276
"911","AGR2",1.26422154441812,7.76761047592476,8.07584243865173,1.35694019931508e-15,5.37970059741909e-15,23.8930640549999
"912","UBD",1.34690487297833,8.02320618966234,8.05260806019865,1.62831179737643e-15,6.4353793180781e-15,23.7135127650134
"913","SEZ6L2",1.22110100713835,8.8835840046848,8.04493787062135,1.72914376267402e-15,6.81864806837295e-15,23.6543430663905
"914","SERPINB5",-1.01437833609198,6.58005399725145,-7.95837800077973,3.39444598494501e-15,1.31856296265621e-14,22.9901895332105
"915","KIAA1324",1.0978112798552,10.3219754137188,7.95567811610217,3.46625535140721e-15,1.34557050362133e-14,22.9695801371782
"916","ALB",-1.18419373634629,6.28397408569256,-7.89884046662625,5.37797925979013e-15,2.06726670699083e-14,22.5372069011308
"917","SYT13",1.37625189998624,6.93099262212845,7.88429746514555,6.0149576675706e-15,2.30510382033919e-14,22.4270343736812
"918","CBX2",1.04696094155738,7.46238499677094,7.85027374872839,7.81003567777401e-15,2.96667291660462e-14,22.1700135343531
"919","GZMK",1.04085657989026,7.39242182284797,7.80906454055232,1.07014109522213e-14,4.03292465589146e-14,21.8600842227419
"920","FSIP1",1.10518573013135,7.06488347700395,7.64439647892653,3.71204992099522e-14,1.35980353982439e-13,20.6366750867647
"921","ERBB2",1.10061195549047,10.7386324714268,7.63345004254188,4.02863121332233e-14,1.47333274687384e-13,20.5562026606378
"922","FOXA1",1.41317941970719,10.7372839869051,7.62700461675521,4.22731761034199e-14,1.54344218118308e-13,20.5088692180457
"923","IGJ",-1.49261305239482,8.02674547608132,-7.61062956054657,4.7765076635587e-14,1.73928998430511e-13,20.3887817821918
"924","LAD1",1.13190507944696,8.9968707810796,7.39986646220675,2.25289986353082e-13,7.9214288243352e-13,18.8645170488577
"925","BMPR1B",1.51246274237453,7.28190408474468,7.37835540945815,2.63354592851208e-13,9.22314718646826e-13,18.7111832458775
"926","C19orf33",1.33597745271499,7.96542278608485,7.33086391899386,3.711920657729e-13,1.28547148526718e-12,18.3741282819728
"927","LRRC26",1.22370342074964,10.3519114225275,7.27379428269881,5.59211183949987e-13,1.91703761292887e-12,17.9717775673192
"928","GSTM2",-1.02806023860494,10.4908451234064,-7.24126616138259,7.05438501365497e-13,2.40161411648704e-12,17.7437603329954
"929","KRT6B",-1.42414416586643,7.4276300987117,-7.14202465827383,1.42474636285107e-12,4.78413977091021e-12,17.0539879892738
"930","MYBPC1",-1.19403489447758,6.26997355672325,-7.09832889353039,1.93619831614171e-12,6.45862003381408e-12,16.7531036037598
"931","FGFR3",1.10901171476359,8.30395257965481,6.9216545837634,6.57748095140927e-12,2.118545403508e-11,15.5541775811006
"932","DNAJC12",1.2176344048675,8.77016010841381,6.70819101675483,2.77752003268662e-11,8.62870530442571e-11,14.1434673572889
"933","DIO1",1.0181806728433,6.52549167010006,6.6981049226914,2.97015536557624e-11,9.21905366717821e-11,14.0778407093906
"934","GP2",1.07918648451721,6.93694614656965,6.6521699049027,4.02632671848293e-11,1.23584891258398e-10,13.7801350108163
"935","TAT",-1.15054059537439,6.34227110251931,-6.49219946964829,1.14457787534247e-10,3.40619288293909e-10,12.7584605870419
"936","MUCL1",-2.01174402816609,9.29996671916846,-6.29316109748191,4.06675270554111e-10,1.16931536904894e-09,11.5201381101366
"937","PROM1",-1.32535050530623,8.13351491961724,-6.29101915988374,4.12181732479426e-10,1.18418552966718e-09,11.5070107860141
"938","CA12",1.08484260493959,10.2808409075377,5.96466824603992,3.04786560946821e-09,8.29556035227068e-09,9.55657162633873
"939","MLPH",1.01088757149562,11.3439034032644,5.76734749624497,9.75037685351044e-09,2.56309698322214e-08,8.42536233371028
"940","TFF1",1.59112826996376,9.00584408498452,5.51853478424386,4.01695913415275e-08,1.00843064934884e-07,7.05091748424891
"941","PPP1R1B",-1.20243443717316,8.42226987021561,-5.49179888710799,4.66131998050867e-08,1.16506649484562e-07,6.90668869720188
"942","SCGB1D2",-1.46947300846636,8.90898727068245,-4.67744935671094,3.16410931607393e-06,6.79626394997371e-06,2.83786070479118
"943","CLEC3A",1.1385697363493,6.9861035090231,4.65318267143658,3.55447790750863e-06,7.603349815215e-06,2.72630399122461
"944","TFF3",1.12313357112301,11.7137480441077,4.35329654721638,1.43123967257035e-05,2.88597706636406e-05,1.39431288157216
"945","SCGB2A2",-1.29647376755024,10.722208569657,-3.96704879051978,7.61779121128346e-05,0.000143511136943715,-0.193642141581962
"946","PIP",-1.18716326523987,10.4669885911413,-3.83226995452989,0.000132175717148747,0.000243531590112797,-0.713777625510446
